0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0.7467665078284547,0.14285714285714285,0.1779053084648493,0.7142857142857142,0.25,0.6666666666666667,0.38571428571428573,0.3333333333333333,0.0,0.0,0.06777251184834124,0.3188917887974302,0.0,0.0,0.2142857142857144,0.0,0.3333333333333333,1.0,0.049999999999999996,0.5,0.6666666666666667,0.024999999999999994,0.05555555555555556,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.49489448604492847,0.0,0.13271162123385938,0.14285714285714285,0.25,0.3333333333333333,0.6142857142857141,0.6666666666666667,0.0,1.0,0.002211690363349131,0.45769925717727367,0.11111111111111112,0.0,0.2857142857142856,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.17290673927842068,0.2619047619047619,0.821377331420373,0.6785714285714285,0.25,1.0,0.21428571428571436,0.6666666666666667,0.25,1.0,0.3118483412322275,0.34683798434049384,0.22222222222222224,0.0,0.2142857142857144,0.0,1.0,0.3333333333333333,0.24999999999999997,0.3333333333333333,0.6666666666666667,0.075,0.11111111111111112,0.0,0.11764705882352938,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.7998638529611981,0.49999999999999994,0.2797704447632711,0.39285714285714285,0.5000000000000001,1.0,0.5142857142857142,0.6666666666666667,0.25,0.3333333333333333,0.22569773565034232,0.22481429431840996,0.4444444444444445,0.0,0.7142857142857142,1.0,0.6666666666666665,0.0,0.17500000000000002,0.5,0.6666666666666667,0.125,0.22222222222222224,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9128658951667801,0.3095238095238095,0.14992826398852221,0.6785714285714285,0.5000000000000001,0.3333333333333333,0.8428571428571427,0.6666666666666667,0.25,0.6666666666666665,0.1678778304370722,0.6637221441477614,0.11111111111111112,0.0,0.0,0.0,0.0,0.3333333333333333,0.24999999999999997,0.3333333333333333,0.6666666666666667,0.25,0.4444444444444445,0.0,0.11764705882352938,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9169503063308372,0.42857142857142866,0.796987087517934,0.03571428571428571,0.0,0.3333333333333333,0.9142857142857141,0.3333333333333333,0.25,1.0,0.1515007898894155,0.08548484240112428,0.11111111111111112,0.0,0.7142857142857142,1.0,1.0,0.0,0.24999999999999997,0.3333333333333333,0.3333333333333333,0.25,0.05555555555555556,0.0,0.47058823529411753,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6691626957113682,0.380952380952381,0.21664275466284072,0.03571428571428571,0.75,0.6666666666666667,0.9714285714285713,0.6666666666666667,0.25,1.0,0.29899947340705635,0.16338084721943386,0.11111111111111112,0.0,0.0,0.0,1.0,0.0,0.35000000000000003,0.3333333333333333,1.0,0.3499999999999999,0.611111111111111,0.26666666666666666,0.6470588235294117,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5166780122532334,0.642857142857143,0.4921090387374461,0.8214285714285714,0.75,0.3333333333333333,0.08571428571428569,0.6666666666666667,0.0,0.3333333333333333,0.061506055818852025,0.24990965669544266,0.11111111111111112,0.0,0.357142857142857,0.0,0.0,0.0,0.15,0.5,0.6666666666666667,0.15,0.16666666666666666,0.0,0.23529411764705876,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0585432266848196,0.11904761904761901,0.31492109038737437,0.03571428571428571,0.0,0.6666666666666667,0.457142857142857,0.6666666666666667,0.0,0.0,0.06914165350184309,0.2980927524593455,0.33333333333333337,0.0,0.1428571428571428,0.0,0.6666666666666665,0.3333333333333333,0.075,0.5,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.9489448604492852,0.3333333333333333,0.9117647058823529,0.14285714285714285,0.75,1.0,0.3714285714285714,0.3333333333333333,0.25,1.0,0.4565560821484993,0.32298735193736194,0.888888888888889,0.0,0.9285714285714286,1.0,0.3333333333333333,0.0,0.19999999999999998,0.16666666666666666,0.6666666666666667,0.024999999999999994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
